Gender,Marital_Status,Dependents,Employment_Type,Education_Level,Annual_Income,Monthly_Expenses,Business_Income,Job_Stability_Years,Existing_EMI,Loan_Type,Loan_Amount,Property_Value,Document_Status,Bank_Balance,Savings_Balance,Eligibility_Status
female,married,3,private,postgraduate,1043037,23680,69213,10,173688,car,1878817,6123591,unverified,149330,53579,Fully Eligible
female,married,3,private,graduate,807192,14014,287401,8,223733,home,1139821,5731725,verified,57176,40196,Fully Eligible
female,married,1,self-employed,graduate,1393280,25524,342250,1,295983,personal,1090128,3827650,verified,346742,205396,Fully Eligible
male,married,1,government,graduate,577907,9102,335325,8,59004,education,1605978,5289834,verified,56024,25081,Fully Eligible
male,single,2,private,graduate,1294797,13932,176248,6,207512,personal,606690,2003392,verified,65543,62070,Fully Eligible
female,single,0,private,graduate,1359946,23878,78320,4,248216,car,1511151,5786737,verified,127842,68621,Fully Eligible
female,single,3,self-employed,graduate,1200535,29562,127587,3,282850,education,1093416,7156567,verified,208806,122234,Fully Eligible
male,married,3,self-employed,non-graduate,287000,6157,158117,5,5483,personal,147718,1062307,verified,70398,25573,Fully Eligible
female,married,3,government,graduate,2288749,47586,139398,13,106686,home,1607329,12021685,verified,354950,267305,Fully Eligible
female,married,2,private,postgraduate,1496411,28514,28986,5,286711,home,431850,1166601,verified,208022,106483,Fully Eligible
female,single,0,private,non-graduate,523087,7392,235588,7,260857,car,858743,4589579,verified,129961,18255,Fully Eligible
male,married,3,private,non-graduate,1441897,16091,272581,9,39613,personal,1497980,5740589,verified,119668,103140,Fully Eligible
male,single,3,self-employed,graduate,548006,6617,105264,11,12755,car,511405,3807177,unverified,49076,67336,Fully Eligible
female,single,2,private,graduate,1621195,13680,446157,1,138678,car,1815183,13471639,verified,204496,207086,Fully Eligible
female,single,1,private,graduate,800357,15653,225290,14,298206,car,853575,6120587,verified,159671,92546,Fully Eligible
male,single,3,private,graduate,1639699,35851,406372,9,171891,business,1001046,2573810,verified,181191,128676,Fully Eligible
male,married,0,private,graduate,1924334,24660,289921,3,79562,home,1875867,6138975,verified,277072,198669,Fully Eligible
female,single,0,self-employed,postgraduate,1617166,15952,25310,6,85033,business,1128922,5940673,verified,384674,76343,Fully Eligible
female,single,0,private,graduate,412757,5749,379930,6,95340,business,1777781,6109240,verified,92687,24854,Partially Eligible
male,married,0,self-employed,graduate,1331264,17573,413071,4,169585,home,173006,1171987,unverified,318711,79375,Fully Eligible
male,married,2,private,graduate,755060,11966,464191,14,50308,car,750607,4502657,verified,62944,29486,Fully Eligible
male,married,3,private,non-graduate,1538027,19586,167105,2,143869,personal,1452609,4968523,unverified,225210,219553,Fully Eligible
female,single,2,private,postgraduate,2433390,34056,460720,5,270498,car,372766,2457294,verified,468722,199022,Fully Eligible
male,married,0,private,graduate,731877,17169,367961,3,37167,car,1526303,7618341,verified,143871,98716,Fully Eligible
female,married,0,private,graduate,1744894,24278,192527,4,19178,business,851779,5152035,verified,279212,98788,Fully Eligible
male,single,0,self-employed,graduate,726888,15573,183368,6,128153,personal,1905344,6095468,verified,155664,88784,Fully Eligible
male,married,2,self-employed,postgraduate,668396,12541,367539,11,9068,home,396294,2016844,verified,39130,84546,Fully Eligible
male,single,0,private,postgraduate,1648943,23017,341619,7,103850,education,1327966,8474667,verified,147385,50374,Fully Eligible
male,single,3,private,postgraduate,539340,11845,427208,2,39661,home,1250993,5289118,unverified,62342,18386,Fully Eligible
female,married,0,government,graduate,982529,17932,171652,11,129630,personal,209973,721072,verified,192360,138069,Fully Eligible
female,married,3,private,postgraduate,2428289,20584,427171,3,110225,home,329592,1877797,unverified,559347,238599,Fully Eligible
male,single,3,private,postgraduate,1078269,10220,376838,12,183089,business,1625092,9296101,verified,167964,69164,Fully Eligible
female,married,0,private,non-graduate,540568,11285,231484,7,289404,personal,1215423,4280401,verified,103591,28284,Fully Eligible
male,married,2,self-employed,graduate,2274075,35874,474463,13,88405,education,192531,548087,verified,384050,291408,Fully Eligible
male,married,1,private,graduate,1983471,29934,218012,5,96417,education,470352,1567333,verified,465914,105582,Fully Eligible
male,single,1,private,graduate,1168560,12578,420324,4,90151,personal,1823299,7070090,verified,268789,153372,Fully Eligible
male,married,3,private,graduate,862553,9449,291447,4,291444,home,1066216,2858941,verified,182500,90288,Fully Eligible
female,single,2,private,postgraduate,395682,8558,323010,9,98328,education,1245101,8857222,verified,41909,43218,Fully Eligible
male,married,1,private,postgraduate,2287484,50668,320925,9,187676,personal,1463775,5346462,verified,285074,188709,Fully Eligible
male,single,0,self-employed,graduate,800825,14147,181159,10,159701,personal,1952959,12097792,verified,106739,27492,Fully Eligible
female,single,0,self-employed,graduate,261434,3464,154654,7,157762,personal,1377576,6300051,verified,13298,25246,Fully Eligible
male,married,3,private,graduate,2175158,51939,352815,1,26926,car,1960566,9822277,verified,209293,251565,Fully Eligible
male,single,2,private,non-graduate,1042557,19529,176218,1,291293,home,201996,1047291,verified,200965,31659,Fully Eligible
male,single,2,self-employed,graduate,1825824,39457,300549,3,253143,personal,831951,5294518,verified,290083,60473,Fully Eligible
female,single,1,self-employed,graduate,813773,6825,287165,3,110696,personal,631251,4064981,verified,196566,112990,Fully Eligible
male,married,1,private,graduate,2059253,32615,263452,7,173488,car,196364,629614,verified,114970,229898,Fully Eligible
female,single,0,private,graduate,2020584,46168,361864,12,194156,business,1665320,6689119,verified,253902,252343,Fully Eligible
male,married,3,private,postgraduate,757099,10577,119733,14,222257,car,1292916,6936745,verified,144950,25121,Fully Eligible
male,single,2,private,non-graduate,886903,18130,458323,13,42195,personal,1379083,5725994,verified,68061,69252,Fully Eligible
female,single,1,private,graduate,1646497,31768,18289,2,135556,home,836107,2645439,verified,246850,197011,Fully Eligible
male,single,1,self-employed,postgraduate,1397920,15195,240778,8,105740,car,1754364,7968621,unverified,74327,57288,Fully Eligible
male,single,3,private,graduate,1330124,28263,489234,1,210110,personal,961665,3454415,verified,114431,69971,Fully Eligible
female,single,3,self-employed,non-graduate,459485,4690,262118,11,167206,home,1964696,6321152,unverified,109191,41842,Partially Eligible
female,single,0,self-employed,graduate,1188923,24331,57673,13,144323,car,403829,1623449,verified,201958,163125,Fully Eligible
female,married,3,self-employed,graduate,880655,21883,482436,8,283052,education,1738468,6951161,verified,177756,61171,Fully Eligible
female,married,0,private,graduate,1462258,35532,269926,9,34832,home,1905066,5688501,verified,102995,189125,Fully Eligible
female,single,0,private,graduate,1766617,38283,104406,14,31975,personal,152921,828921,verified,171217,54947,Fully Eligible
male,single,3,government,graduate,2293274,39540,249157,5,19810,home,941047,3831678,unverified,202688,118892,Fully Eligible
female,married,3,self-employed,postgraduate,1411227,27632,20062,11,263160,home,1997633,6724903,verified,148110,91501,Fully Eligible
male,single,3,self-employed,postgraduate,1797954,36801,419345,4,63055,personal,1312852,8655614,unverified,182785,206933,Fully Eligible
male,single,3,private,graduate,514624,4360,160788,6,247777,education,1560841,3922203,verified,83732,51212,Partially Eligible
male,married,3,private,postgraduate,1090048,10943,464782,6,11615,home,281031,1340927,verified,208349,67284,Fully Eligible
female,married,0,self-employed,graduate,1445810,26435,363450,8,89568,personal,1072479,5013549,verified,230877,144262,Fully Eligible
female,married,1,private,postgraduate,2190013,18488,252382,8,231801,home,1048083,6137307,verified,240485,299531,Fully Eligible
male,single,2,private,graduate,1782906,41865,110025,1,37264,business,970025,4313700,verified,336903,153913,Fully Eligible
female,single,2,private,postgraduate,1401993,23125,363013,9,299130,education,1278905,6475839,verified,224844,159166,Fully Eligible
female,married,0,private,graduate,1521790,19219,133655,10,95823,business,313546,2208071,verified,270433,108747,Fully Eligible
female,single,0,private,graduate,2205632,32857,43232,1,36602,home,1504648,5027648,verified,203613,254781,Fully Eligible
female,married,1,private,graduate,1266594,28514,469563,3,154815,education,1915494,5799231,verified,306423,169778,Fully Eligible
male,married,3,private,graduate,2049101,48741,112411,7,192467,personal,763467,4759294,verified,236770,200817,Fully Eligible
male,single,0,self-employed,postgraduate,1358548,13953,22235,5,217161,business,1032166,6414403,verified,168376,103710,Fully Eligible
female,married,2,private,graduate,656435,13981,154953,6,226806,education,1886479,13390657,unverified,103783,79107,Fully Eligible
male,married,3,private,graduate,2050103,36841,116502,13,167383,education,386136,2863501,verified,122879,296720,Fully Eligible
female,married,0,government,graduate,1052959,19049,331598,8,274118,home,1033234,4568886,verified,92906,40200,Fully Eligible
female,single,3,private,graduate,1143808,24390,13869,4,114031,business,212047,930279,verified,243103,105194,Fully Eligible
male,single,2,private,postgraduate,2093881,25225,137583,14,18608,personal,1483246,10417263,verified,437149,108548,Fully Eligible
male,single,3,self-employed,graduate,249663,4290,145188,14,260636,car,1975517,13440543,verified,19564,15699,Fully Eligible
male,single,0,government,postgraduate,1079863,14746,35981,4,126473,home,578573,2532531,verified,181349,114829,Fully Eligible
female,married,0,private,graduate,292263,2895,200495,8,44040,education,1925004,5546865,verified,18486,42429,Partially Eligible
male,single,2,private,non-graduate,1242491,12530,56909,3,215119,business,169052,913915,verified,80667,164461,Fully Eligible
female,single,1,self-employed,non-graduate,1319790,14000,197830,13,290307,car,686434,2638308,verified,277051,80391,Fully Eligible
male,single,1,private,postgraduate,2202157,40919,373758,6,278205,education,1120716,7893174,verified,317344,72452,Fully Eligible
male,married,3,self-employed,non-graduate,421554,4256,202354,4,244557,business,120156,784689,verified,99194,42964,Fully Eligible
female,single,0,government,graduate,1427144,25453,478243,6,154588,business,1761145,12336588,verified,207827,134241,Fully Eligible
female,single,0,government,non-graduate,656498,11907,84433,4,168469,car,1145702,3327771,unverified,138778,55955,Fully Eligible
female,single,2,private,postgraduate,2498461,58459,127547,2,94358,education,1963041,13393954,unverified,444109,217434,Fully Eligible
female,married,2,private,non-graduate,556461,10446,455093,10,233689,car,1880937,10280128,verified,75745,56205,Fully Eligible
female,single,0,government,postgraduate,1523780,37728,414452,11,299289,personal,1839613,6580538,verified,245289,118315,Fully Eligible
female,married,2,private,postgraduate,1209917,10707,111182,11,37168,home,1552078,6218106,verified,286563,61161,Fully Eligible
female,married,1,private,graduate,275558,5530,250736,3,192171,home,1356702,6489343,unverified,17958,16836,Fully Eligible
female,single,1,self-employed,graduate,2035924,17864,407648,11,292590,personal,1119714,6313193,verified,317388,76682,Fully Eligible
male,married,3,private,graduate,1746777,35790,59895,8,250517,education,1005957,3685462,verified,105451,64152,Fully Eligible
female,single,2,private,non-graduate,1431462,21134,28014,13,163435,car,468924,1657746,verified,230591,191942,Fully Eligible
female,married,3,government,graduate,1881994,34857,474927,1,230825,home,312158,2172870,verified,322547,84775,Fully Eligible
male,married,2,private,graduate,2203540,29730,70519,11,282512,personal,1146552,7711835,verified,466046,84331,Fully Eligible
female,single,2,private,graduate,2093589,22998,206997,10,217741,business,1984781,12571372,verified,438892,270418,Fully Eligible
male,single,1,private,graduate,1512055,30833,348202,6,272556,home,1979811,12481626,unverified,78655,218379,Fully Eligible
male,single,0,self-employed,non-graduate,647418,15156,17704,9,40605,home,1378382,8724977,verified,41588,35406,Fully Eligible
female,married,2,private,non-graduate,1573284,17924,45968,1,33164,personal,1201380,8554425,verified,294058,190170,Fully Eligible
male,single,2,private,graduate,446521,10572,149822,13,11929,car,910046,6114236,unverified,38656,22105,Fully Eligible
female,married,2,self-employed,graduate,458985,4897,250073,4,87199,home,460197,2044595,unverified,71430,51263,Fully Eligible
male,single,0,self-employed,graduate,450574,9279,454350,7,198625,car,1021426,4960568,verified,43409,50269,Fully Eligible
male,married,3,private,graduate,986149,23987,461287,6,225330,personal,965809,5333985,verified,213913,80387,Fully Eligible
male,single,3,self-employed,graduate,1244408,13426,88209,6,60630,business,1261587,6154019,verified,231685,169042,Fully Eligible
female,married,2,private,graduate,1747836,27239,51527,9,124705,home,560133,2231953,verified,239641,77824,Fully Eligible
female,single,2,self-employed,graduate,1737240,24247,125186,8,95091,car,642243,4370945,verified,164913,151462,Fully Eligible
male,married,3,private,graduate,1132407,16768,248373,13,30422,car,1447159,9431491,verified,205954,115742,Fully Eligible
male,single,3,private,postgraduate,816988,17063,77942,13,18706,education,1171800,5213686,verified,98248,98925,Fully Eligible
female,single,1,self-employed,graduate,443803,8588,98034,5,45743,car,973629,2992286,verified,74480,20913,Fully Eligible
female,single,2,private,graduate,1087437,26618,144525,11,260961,car,1179031,2976284,unverified,199675,102427,Fully Eligible
male,married,3,private,graduate,1369478,15645,479521,14,248391,personal,1172013,3471772,unverified,106180,115851,Fully Eligible
male,single,1,private,non-graduate,2330588,40523,321150,12,108449,car,1004998,3290077,verified,139490,186376,Fully Eligible
female,married,0,self-employed,graduate,1460643,23105,491744,11,69190,education,571937,3310917,verified,217144,106803,Fully Eligible
female,single,2,private,graduate,1484690,35109,160637,2,107290,business,1098777,3953466,verified,121239,222155,Fully Eligible
female,married,3,private,graduate,2379289,20248,498916,12,196149,education,508121,2883143,verified,161634,119945,Fully Eligible
female,married,2,private,non-graduate,1308851,32485,461552,3,237787,business,1412116,5848437,verified,88752,157530,Fully Eligible
female,married,1,private,postgraduate,1912876,31235,1280,12,198624,home,1188723,8291655,verified,364249,143903,Fully Eligible
male,single,3,private,postgraduate,1142280,21428,258292,10,33393,business,1068035,5175038,verified,263927,123241,Fully Eligible
female,single,0,private,graduate,1214785,17412,456879,3,272000,business,1188883,6971908,verified,287136,180512,Fully Eligible
male,single,0,private,postgraduate,1445905,32593,245090,4,244840,education,1968502,9458129,verified,342943,126269,Fully Eligible
female,single,1,private,postgraduate,2397337,42432,229897,2,232717,personal,306113,2161982,verified,441587,309097,Fully Eligible
male,married,0,self-employed,graduate,2487795,48213,345682,8,16447,personal,1577076,9363184,verified,585062,97304,Fully Eligible
female,married,0,self-employed,non-graduate,1201744,23011,29834,8,108487,business,576540,3292500,unverified,91776,116031,Fully Eligible
female,married,0,government,graduate,2377786,34239,454774,14,116615,education,1578501,8620990,verified,404941,180375,Fully Eligible
male,single,0,private,graduate,2419017,23222,450174,13,91061,personal,717965,5343854,unverified,488640,275525,Fully Eligible
male,married,0,government,non-graduate,850136,18528,208482,12,254390,personal,1078055,6386169,verified,202853,29265,Fully Eligible
female,single,0,private,postgraduate,915291,12046,17985,8,82816,education,1332682,8356850,unverified,105873,76633,Fully Eligible
female,married,0,government,graduate,2445067,54970,395522,10,48616,business,1129438,3285038,unverified,408216,218460,Fully Eligible
female,single,3,private,graduate,291196,5380,138894,14,203975,home,1173918,7713947,verified,38062,38252,Fully Eligible
female,single,0,private,non-graduate,911737,12972,242234,5,280607,education,1402898,7692908,verified,143738,69438,Fully Eligible
female,single,3,private,graduate,259888,4739,159475,10,147456,education,1264125,5288226,verified,39168,17795,Partially Eligible
male,married,2,private,graduate,1738638,33193,112488,6,37569,education,467726,2529673,verified,382392,133336,Fully Eligible
male,married,1,self-employed,graduate,1909861,38409,451775,14,20393,business,341427,1921466,verified,410263,157634,Fully Eligible
female,single,0,self-employed,non-graduate,1156703,25492,263086,6,93165,business,1411923,5366644,unverified,149194,70031,Fully Eligible
male,single,1,government,non-graduate,2037925,22408,298843,7,81641,education,1255667,5883205,verified,216431,72205,Fully Eligible
male,single,0,self-employed,graduate,2238501,53878,157853,1,215625,personal,1229430,7507805,verified,492864,333170,Fully Eligible
male,married,3,private,graduate,1045760,15875,36517,10,159895,home,1777395,6450593,verified,251956,127433,Fully Eligible
female,single,0,private,graduate,1832466,41549,483588,3,118120,car,490998,3280174,verified,98446,271670,Fully Eligible
male,married,2,government,graduate,2307562,27709,254341,11,98866,education,1488931,4299485,verified,346597,252747,Fully Eligible
female,married,1,private,postgraduate,950105,8377,332420,3,143549,education,1966301,10629997,verified,194109,129170,Fully Eligible
male,married,1,self-employed,graduate,737862,13199,409589,11,292103,business,1081641,4757526,verified,182395,62007,Fully Eligible
female,single,2,private,graduate,1345633,18494,179723,7,185155,business,224839,622032,verified,210058,96749,Fully Eligible
male,married,3,private,postgraduate,917475,22699,143491,14,26417,car,1322788,8429379,verified,177808,136937,Fully Eligible
female,married,3,government,graduate,2196885,22131,344471,6,36861,business,844287,4417908,verified,519936,110593,Fully Eligible
female,single,2,private,graduate,1612084,14704,313339,9,150110,business,670001,4071347,unverified,201581,90292,Fully Eligible
male,married,1,private,graduate,1897352,17234,70808,9,151440,personal,1123804,4945429,verified,430630,209051,Fully Eligible
female,married,0,private,postgraduate,1362111,16274,473369,9,16761,home,543832,3697025,unverified,140611,82593,Fully Eligible
female,single,3,self-employed,graduate,390515,7024,336438,13,280920,personal,1286904,3755871,verified,76186,31905,Partially Eligible
female,single,0,private,graduate,376784,6314,80639,4,275661,education,762270,2795066,verified,90873,53452,Fully Eligible
female,single,1,private,graduate,1556603,22053,317053,3,64470,personal,1245040,8059163,unverified,279660,96344,Fully Eligible
female,married,0,private,non-graduate,1773964,17408,440365,4,256810,car,807844,5875769,verified,222173,161929,Fully Eligible
female,single,2,private,graduate,2082748,25469,144045,3,31976,personal,1249282,8410452,verified,136603,246598,Fully Eligible
female,married,3,private,non-graduate,316888,3613,44330,7,251966,business,1720457,6287069,verified,28562,12238,Partially Eligible
female,married,3,private,postgraduate,1257809,26113,165819,11,246608,car,668570,2836537,verified,246343,48616,Fully Eligible
male,married,2,government,postgraduate,1380144,29441,92064,3,33547,car,1119412,7083057,verified,342186,164939,Fully Eligible
male,single,2,government,graduate,2170254,46190,415764,1,33306,education,807171,5836943,verified,477347,304718,Fully Eligible
female,married,3,private,graduate,2181178,53403,485334,8,102333,education,1602482,6323773,verified,454330,220341,Fully Eligible
female,single,3,self-employed,graduate,1304697,30100,413438,6,261000,business,1650998,7316745,verified,70122,45116,Fully Eligible
male,single,3,private,graduate,2259730,37579,367588,5,107601,home,149476,390784,verified,444575,190312,Fully Eligible
male,married,1,private,non-graduate,234421,3574,406692,8,129571,car,539968,2711724,verified,50520,27299,Fully Eligible
male,single,1,private,graduate,2468238,58240,461067,11,57577,business,880163,2588390,verified,283845,261175,Fully Eligible
female,married,1,private,graduate,1164332,21563,368740,8,210076,education,1151616,3371890,verified,291013,62619,Fully Eligible
male,single,0,private,graduate,427142,5655,4756,3,145347,education,1478542,9324544,unverified,24420,15537,Fully Eligible
female,single,1,private,postgraduate,2421738,42964,39564,3,6222,home,1067714,4505325,verified,310505,331092,Fully Eligible
female,single,3,self-employed,graduate,422858,10516,79850,10,87336,car,1959898,14068537,verified,39125,24147,Fully Eligible
male,married,1,private,graduate,1681303,37814,44404,7,237083,car,806089,4901357,unverified,411092,251343,Fully Eligible
female,married,3,self-employed,graduate,1447876,18853,196640,3,11455,business,526622,2092696,verified,267010,63489,Fully Eligible
female,married,2,private,postgraduate,468217,11338,315627,9,138215,home,531833,3142819,verified,62434,20471,Fully Eligible
female,single,0,private,graduate,1092966,26986,407749,8,126615,personal,788484,5383768,verified,267253,120418,Fully Eligible
female,single,0,private,graduate,2497007,30428,389626,8,11876,business,369397,1728846,verified,155563,155853,Fully Eligible
male,married,2,private,graduate,807823,18789,187114,9,24463,car,1720682,9134857,verified,75851,118691,Fully Eligible
male,single,3,self-employed,non-graduate,2035027,46914,467275,8,94997,business,1434320,5145539,verified,273735,118931,Fully Eligible
female,single,0,self-employed,graduate,1524880,13717,249276,4,29200,business,401529,1811314,verified,114147,159858,Fully Eligible
female,married,1,private,postgraduate,895449,17456,217573,7,122270,business,296904,1601870,verified,223314,70534,Fully Eligible
male,single,3,self-employed,postgraduate,1484558,19924,200823,14,261380,business,1666540,9294946,verified,244479,60622,Fully Eligible
female,married,0,government,graduate,2206424,43194,278685,6,166424,car,1803629,11002447,verified,181871,253648,Fully Eligible
male,married,2,self-employed,graduate,2329550,54882,322596,1,43070,home,942856,6870370,verified,232253,290846,Fully Eligible
female,single,3,private,graduate,1175098,19561,283473,12,2350,home,1433808,9596027,verified,151874,151808,Fully Eligible
female,single,0,self-employed,graduate,641821,9781,387215,5,91074,education,211686,1430560,verified,125331,56992,Fully Eligible
male,single,2,private,graduate,409314,9697,380460,2,140403,education,911471,4819457,verified,45360,60213,Fully Eligible
male,married,3,government,graduate,839482,20624,315078,9,272703,personal,311539,1003425,verified,91989,105751,Fully Eligible
male,married,1,private,graduate,2458547,23038,446189,11,210383,home,411276,2335003,verified,430684,203603,Fully Eligible
male,single,3,private,graduate,815268,19333,19072,13,271822,business,1997791,9052573,verified,48233,34188,Fully Eligible
female,single,1,private,postgraduate,1362442,13233,25268,3,41924,education,1692753,4501375,verified,262125,82462,Fully Eligible
male,married,3,private,postgraduate,1941291,27090,386075,12,68201,business,131483,456807,verified,309701,238112,Fully Eligible
female,married,2,government,graduate,1290705,27160,365492,12,196428,personal,410186,2582273,verified,176566,174966,Fully Eligible
male,single,1,private,graduate,2138669,45519,28459,7,112625,home,1252666,7083858,verified,275023,234167,Fully Eligible
male,single,1,private,non-graduate,1224423,25015,128578,2,247771,car,558017,4124949,verified,115359,93730,Fully Eligible
female,single,3,government,postgraduate,2398511,21551,228081,7,144201,personal,1107829,7884671,verified,235197,174415,Fully Eligible
male,married,0,private,non-graduate,931071,9822,437098,13,285825,car,1634654,8943677,verified,139632,68019,Fully Eligible
male,married,1,private,graduate,253074,6057,457971,4,70781,home,648709,2124332,verified,22688,22517,Fully Eligible
male,single,3,private,graduate,1280761,12411,269990,11,57713,car,1830148,7653182,verified,209453,149974,Fully Eligible
male,married,2,private,graduate,909838,8773,169225,6,244451,home,1206626,4422348,verified,163715,45106,Fully Eligible
female,single,3,private,postgraduate,1460971,32522,362546,9,296306,business,823098,3994150,verified,206828,47493,Fully Eligible
female,single,3,private,graduate,2364477,44974,313452,8,51227,personal,902822,5870931,verified,168810,92627,Fully Eligible
male,single,1,self-employed,graduate,2418241,34325,392589,9,209345,business,1066114,7046205,verified,574368,265768,Fully Eligible
male,married,0,government,graduate,370018,4105,136526,14,78350,home,479884,1626964,unverified,80164,48784,Fully Eligible
male,single,2,private,postgraduate,1366464,31523,221317,5,112604,home,774938,4064889,verified,328918,107662,Fully Eligible
female,married,1,private,graduate,1903611,47226,249510,5,167830,business,1076662,6334716,verified,235371,134242,Fully Eligible
female,single,1,private,postgraduate,2203038,20193,96236,4,254161,business,459550,2060235,verified,124333,71375,Fully Eligible
female,single,1,self-employed,non-graduate,1900140,33382,34895,9,145933,business,230775,1621698,verified,260830,70887,Fully Eligible
female,single,2,private,postgraduate,575844,7306,29678,14,159775,personal,1228833,5277954,verified,82353,69429,Fully Eligible
male,married,0,government,graduate,1095750,24332,493905,10,179653,personal,1294225,6407286,verified,209622,44653,Fully Eligible
male,single,2,private,non-graduate,2187249,30842,228962,8,30043,home,300355,1632182,verified,430758,283040,Fully Eligible
male,married,2,government,graduate,2116348,42842,111023,6,233082,education,972249,4508087,verified,285607,261856,Fully Eligible
female,single,0,private,graduate,2138068,37042,245400,10,86387,business,1210538,8858929,unverified,524772,274390,Fully Eligible
male,single,2,self-employed,non-graduate,394437,6846,316896,14,261585,car,372134,2345310,verified,28577,44299,Fully Eligible
female,single,3,private,graduate,2176577,49263,56183,14,994,car,993761,6603957,verified,501674,70792,Fully Eligible
female,single,2,self-employed,graduate,622192,10062,269906,6,35257,car,340590,2133166,verified,126915,51773,Fully Eligible
male,single,1,private,graduate,2274423,51007,413797,6,199269,business,1620493,8816346,verified,356255,111131,Fully Eligible
male,single,2,private,graduate,1105622,15910,4426,6,244739,education,1343422,3547736,verified,223903,78026,Fully Eligible
male,married,1,private,graduate,406182,4568,225655,7,185714,education,1738957,10996671,unverified,81575,39354,Fully Eligible
female,married,2,government,graduate,1761461,28050,67010,6,227005,personal,1570789,8739039,unverified,146808,207557,Fully Eligible
female,single,1,self-employed,graduate,2475705,41193,275195,8,146416,education,1035677,3007257,verified,387433,143247,Fully Eligible
male,single,1,private,postgraduate,2287380,37298,399205,7,22218,car,1032068,3192092,verified,329808,160526,Fully Eligible
male,single,1,private,graduate,1147165,25014,236864,2,260154,car,406157,1992592,verified,170731,63318,Fully Eligible
female,single,0,private,graduate,2166039,38435,192935,10,91466,business,1462740,9894254,verified,181201,320810,Fully Eligible
male,single,2,self-employed,graduate,1932618,44722,9240,4,228252,personal,915964,4825977,verified,245437,273468,Fully Eligible
female,married,2,self-employed,postgraduate,2045922,34582,457272,14,234386,home,455395,3232429,verified,314578,221871,Fully Eligible
female,single,3,self-employed,postgraduate,2200835,26582,311711,11,120323,personal,1585357,10428895,verified,411227,283863,Fully Eligible
male,single,3,private,non-graduate,1106188,11605,127277,7,260011,home,1688555,9546951,verified,148929,128610,Fully Eligible
male,single,3,government,graduate,695624,15864,357475,2,289539,personal,509754,2073072,verified,124779,91705,Fully Eligible
male,single,2,government,graduate,2178395,20192,38275,4,5515,education,531896,3597568,verified,377970,310024,Fully Eligible
male,married,0,self-employed,graduate,1126381,11594,116854,2,7920,personal,243340,1410390,verified,239461,159555,Fully Eligible
female,single,1,private,graduate,2263823,21267,5782,2,116614,business,802972,4226705,verified,301032,224002,Fully Eligible
female,single,2,self-employed,graduate,1633214,25144,439887,14,201684,home,1155755,5782377,verified,366711,238055,Fully Eligible
female,married,0,private,non-graduate,2439241,41979,215370,7,63968,education,1410907,5028558,unverified,134783,192473,Fully Eligible
male,single,0,private,graduate,1711062,14825,156309,11,104889,education,1167024,3009397,verified,393810,91054,Fully Eligible
female,married,2,private,non-graduate,2123732,35947,12646,2,244286,personal,951889,5789898,verified,510244,122703,Fully Eligible
male,married,1,private,graduate,1110973,16549,466045,4,228494,education,966251,6858500,verified,147202,94461,Fully Eligible
male,single,0,private,non-graduate,2211178,46937,49440,7,251812,car,1650975,5643546,verified,530384,133498,Fully Eligible
male,married,2,private,graduate,2164806,47984,100904,6,29792,car,1305598,9365861,verified,482521,97963,Fully Eligible
male,single,1,private,non-graduate,834921,16489,476861,4,122725,car,1654038,4729819,verified,51270,64799,Fully Eligible
male,married,3,self-employed,graduate,977312,15856,407548,9,248399,personal,754344,3969603,verified,176193,97484,Fully Eligible
male,single,0,private,non-graduate,1825859,21793,497573,5,165134,home,328562,1011246,verified,426396,266866,Fully Eligible
female,single,0,private,graduate,595197,13363,162231,2,86145,personal,959765,6666069,verified,54290,62177,Fully Eligible
male,married,2,private,graduate,215876,3028,57918,14,116236,business,753340,2272224,verified,50542,26524,Partially Eligible
female,married,2,government,graduate,2430206,34682,426700,7,213508,education,341268,1281554,verified,222085,271851,Fully Eligible
female,married,1,self-employed,graduate,919728,21705,85332,10,216480,car,682527,4456676,verified,162106,70047,Fully Eligible
male,married,3,private,postgraduate,2290888,56340,70859,12,245279,personal,720952,4284209,verified,288931,120707,Fully Eligible
male,single,3,government,non-graduate,800573,18655,159670,2,178356,personal,1832494,8137444,verified,127784,51133,Fully Eligible
male,single,2,private,postgraduate,2327366,58115,313689,8,227945,education,735784,4917866,verified,247378,314622,Fully Eligible
female,single,2,government,postgraduate,202019,4609,348144,7,63724,personal,1627948,9244302,verified,26562,9834,Fully Eligible
male,single,1,private,graduate,1944775,39036,404470,14,211476,car,512462,1946785,verified,293057,81112,Fully Eligible
female,single,2,private,postgraduate,1029956,13626,312308,12,265153,education,1115211,6915810,verified,154882,136353,Fully Eligible
male,married,1,private,graduate,645200,15624,162624,9,204771,home,1371529,5712827,verified,160541,61800,Fully Eligible
male,single,1,private,non-graduate,313518,7193,120936,6,270560,car,1196057,7868490,verified,69270,35082,Fully Eligible
female,single,3,private,graduate,1732985,21395,35128,7,35018,business,725609,4649674,verified,137676,223727,Fully Eligible
female,single,1,self-employed,postgraduate,551166,9086,92245,10,207781,business,1173041,4742125,verified,133447,39024,Fully Eligible
male,married,3,self-employed,graduate,1967578,18693,198554,14,196256,education,1237148,3734034,verified,321956,236137,Fully Eligible
female,married,3,private,graduate,418983,10148,265656,14,286439,car,1194025,7885272,verified,72049,44294,Fully Eligible
female,married,3,private,graduate,1619238,28951,73654,9,210403,car,1002307,4332215,verified,170371,53398,Fully Eligible
